YEAR,MONTH,DAY_OF_MONTH,OP_UNIQUE_CARRIER,ORIGIN,ORIGIN_STATE_ABR,DEST,DEST_STATE_ABR,DEP_DELAY,DEP_DELAY_NEW,ARR_DELAY,ARR_DELAY_NEW,CANCELLED,CANCELLATION_CODE,DIVERTED,CARRIER_DELAY,WEATHER_DELAY,NAS_DELAY,SECURITY_DELAY,LATE_AIRCRAFT_DELAY
2022,7,1,AA,DFW,TX,HNL,HI,2,2,-9,0,0,,0,,,,,
2022,7,1,AA,DFW,TX,HNL,HI,72,72,79,79,0,,0,72,0,7,0,0
2022,7,1,AA,DFW,TX,OGG,HI,-9,0,-8,0,0,,0,,,,,
2022,7,1,AA,DFW,TX,OGG,HI,-3,0,5,5,0,,0,,,,,
2022,7,1,AA,HNL,HI,DFW,TX,-4,0,-16,0,0,,0,,,,,
2022,7,1,AA,HNL,HI,DFW,TX,3,3,2,2,0,,0,,,,,
2022,7,1,AA,HNL,HI,LAX,CA,-11,0,-14,0,0,,0,,,,,
2022,7,1,AA,HNL,HI,LAX,CA,-8,0,-14,0,0,,0,,,,,
2022,7,1,AA,HNL,HI,LAX,CA,-1,0,-25,0,0,,0,,,,,
2022,7,1,AA,HNL,HI,PHX,AZ,-7,0,-21,0,0,,0,,,,,
2022,7,1,AA,HNL,HI,PHX,AZ,7,7,-11,0,0,,0,,,,,
2022,7,1,AA,KOA,HI,LAX,CA,-4,0,-16,0,0,,0,,,,,
2022,7,1,AA,KOA,HI,LAX,CA,7,7,-13,0,0,,0,,,,,
2022,7,1,AA,KOA,HI,PHX,AZ,-10,0,-25,0,0,,0,,,,,
2022,7,1,AA,LAX,CA,HNL,HI,-6,0,-16,0,0,,0,,,,,
2022,7,1,AA,LAX,CA,HNL,HI,-4,0,-3,0,0,,0,,,,,
2022,7,1,AA,LAX,CA,HNL,HI,-4,0,2,2,0,,0,,,,,
2022,7,1,AA,LAX,CA,KOA,HI,-6,0,-1,0,0,,0,,,,,
2022,7,1,AA,LAX,CA,KOA,HI,-3,0,6,6,0,,0,,,,,
2022,7,1,AA,LAX,CA,LIH,HI,0,0,-1,0,0,,0,,,,,
2022,7,1,AA,LAX,CA,LIH,HI,13,13,19,19,0,,0,13,0,6,0,0
2022,7,1,AA,LAX,CA,OGG,HI,-4,0,-3,0,0,,0,,,,,
2022,7,1,AA,LAX,CA,OGG,HI,76,76,67,67,0,,0,67,0,0,0,0
2022,7,1,AA,LIH,HI,LAX,CA,-2,0,-17,0,0,,0,,,,,
2022,7,1,AA,LIH,HI,LAX,CA,-1,0,-12,0,0,,0,,,,,
2022,7,1,AA,LIH,HI,PHX,AZ,-11,0,-21,0,0,,0,,,,,
2022,7,1,AA,OGG,HI,DFW,TX,-7,0,-31,0,0,,0,,,,,
2022,7,1,AA,OGG,HI,DFW,TX,-6,0,-29,0,0,,0,,,,,
2022,7,1,AA,OGG,HI,LAX,CA,-4,0,-15,0,0,,0,,,,,
2022,7,1,AA,OGG,HI,LAX,CA,19,19,13,13,0,,0,,,,,
2022,7,1,AA,OGG,HI,PHX,AZ,-11,0,-30,0,0,,0,,,,,
2022,7,1,AA,OGG,HI,PHX,AZ,19,19,6,6,0,,0,,,,,
2022,7,1,AA,PHX,AZ,HNL,HI,-3,0,12,12,0,,0,,,,,
2022,7,1,AA,PHX,AZ,HNL,HI,0,0,1,1,0,,0,,,,,
2022,7,1,AA,PHX,AZ,KOA,HI,15,15,24,24,0,,0,15,0,9,0,0
2022,7,1,AA,PHX,AZ,LIH,HI,-10,0,-1,0,0,,0,,,,,
2022,7,1,AA,PHX,AZ,OGG,HI,-7,0,1,1,0,,0,,,,,
2022,7,1,AA,PHX,AZ,OGG,HI,32,32,20,20,0,,0,17,0,0,0,3
2022,7,1,AS,HNL,HI,LAX,CA,107,107,97,97,0,,0,0,0,0,0,97
2022,7,1,AS,HNL,HI,PDX,OR,-3,0,13,13,0,,0,,,,,
2022,7,1,AS,HNL,HI,SAN,CA,3,3,18,18,0,,0,0,0,18,0,0
2022,7,1,AS,HNL,HI,SEA,WA,-11,0,3,3,0,,0,,,,,
2022,7,1,AS,HNL,HI,SEA,WA,-8,0,-5,0,0,,0,,,,,
2022,7,1,AS,HNL,HI,SEA,WA,71,71,84,84,0,,0,71,0,13,0,0
2022,7,1,AS,HNL,HI,SFO,CA,1,1,3,3,0,,0,,,,,
2022,7,1,AS,HNL,HI,SJC,CA,309,309,282,282,0,,0,282,0,0,0,0
2022,7,1,AS,KOA,HI,SAN,CA,-12,0,-15,0,0,,0,,,,,
2022,7,1,AS,KOA,HI,SEA,WA,-10,0,-1,0,0,,0,,,,,
2022,7,1,AS,KOA,HI,SEA,WA,7,7,21,21,0,,0,1,0,14,0,6
2022,7,1,AS,KOA,HI,SEA,WA,25,25,29,29,0,,0,0,0,4,0,25
2022,7,1,AS,KOA,HI,SJC,CA,-7,0,-28,0,0,,0,,,,,
2022,7,1,AS,LAX,CA,HNL,HI,-6,0,8,8,0,,0,,,,,
2022,7,1,AS,LAX,CA,OGG,HI,-11,0,-10,0,0,,0,,,,,
2022,7,1,AS,LIH,HI,SAN,CA,-3,0,19,19,0,,0,0,0,19,0,0
2022,7,1,AS,LIH,HI,SEA,WA,-6,0,11,11,0,,0,,,,,
2022,7,1,AS,LIH,HI,SEA,WA,2,2,17,17,0,,0,0,0,17,0,0
2022,7,1,AS,LIH,HI,SJC,CA,56,56,40,40,0,,0,40,0,0,0,0
2022,7,1,AS,OGG,HI,LAX,CA,-10,0,-22,0,0,,0,,,,,
2022,7,1,AS,OGG,HI,PDX,OR,1,1,17,17,0,,0,0,0,17,0,0
2022,7,1,AS,OGG,HI,SAN,CA,,,,,1,A,0,,,,,
2022,7,1,AS,OGG,HI,SEA,WA,-6,0,-12,0,0,,0,,,,,
2022,7,1,AS,OGG,HI,SEA,WA,1,1,25,25,0,,0,0,0,25,0,0
2022,7,1,AS,OGG,HI,SEA,WA,50,50,49,49,0,,0,49,0,0,0,0
2022,7,1,AS,OGG,HI,SFO,CA,9,9,-4,0,0,,0,,,,,
2022,7,1,AS,OGG,HI,SJC,CA,24,24,2,2,0,,0,,,,,
2022,7,1,AS,PDX,OR,HNL,HI,-7,0,-26,0,0,,0,,,,,
2022,7,1,AS,PDX,OR,OGG,HI,-9,0,-25,0,0,,0,,,,,
2022,7,1,AS,SAN,CA,HNL,HI,4,4,2,2,0,,0,,,,,
2022,7,1,AS,SAN,CA,KOA,HI,20,20,36,36,0,,0,0,20,16,0,0
2022,7,1,AS,SAN,CA,LIH,HI,5,5,5,5,0,,0,,,,,
2022,7,1,AS,SAN,CA,OGG,HI,353,353,339,339,0,,0,0,0,0,0,339
2022,7,1,AS,SEA,WA,HNL,HI,-1,0,-38,0,0,,0,,,,,
2022,7,1,AS,SEA,WA,HNL,HI,20,20,-15,0,0,,0,,,,,
2022,7,1,AS,SEA,WA,HNL,HI,130,130,97,97,0,,0,97,0,0,0,0
2022,7,1,AS,SEA,WA,KOA,HI,-9,0,-15,0,0,,0,,,,,
2022,7,1,AS,SEA,WA,KOA,HI,-6,0,-22,0,0,,0,,,,,
2022,7,1,AS,SEA,WA,KOA,HI,-4,0,-42,0,0,,0,,,,,
2022,7,1,AS,SEA,WA,LIH,HI,0,0,-23,0,0,,0,,,,,
2022,7,1,AS,SEA,WA,LIH,HI,1,1,-20,0,0,,0,,,,,
2022,7,1,AS,SEA,WA,OGG,HI,-4,0,-10,0,0,,0,,,,,
2022,7,1,AS,SEA,WA,OGG,HI,-1,0,-24,0,0,,0,,,,,
2022,7,1,AS,SEA,WA,OGG,HI,23,23,7,7,0,,0,,,,,
2022,7,1,AS,SFO,CA,HNL,HI,9,9,13,13,0,,0,,,,,
2022,7,1,AS,SFO,CA,OGG,HI,5,5,6,6,0,,0,,,,,
2022,7,1,AS,SJC,CA,HNL,HI,9,9,26,26,0,,0,9,0,17,0,0
2022,7,1,AS,SJC,CA,KOA,HI,-6,0,14,14,0,,0,,,,,
2022,7,1,AS,SJC,CA,LIH,HI,-6,0,-14,0,0,,0,,,,,
2022,7,1,AS,SJC,CA,OGG,HI,-10,0,-10,0,0,,0,,,,,
2022,7,1,DL,ATL,GA,HNL,HI,0,0,-8,0,0,,0,,,,,
2022,7,1,DL,HNL,HI,ATL,GA,161,161,,,0,,1,,,,,
2022,7,1,DL,HNL,HI,LAX,CA,-6,0,-34,0,0,,0,,,,,
2022,7,1,DL,HNL,HI,LAX,CA,-5,0,-3,0,0,,0,,,,,
2022,7,1,DL,HNL,HI,LAX,CA,57,57,32,32,0,,0,0,0,0,0,32
2022,7,1,DL,HNL,HI,MSP,MN,-9,0,-40,0,0,,0,,,,,
2022,7,1,DL,HNL,HI,SEA,WA,-7,0,-2,0,0,,0,,,,,
2022,7,1,DL,HNL,HI,SEA,WA,5,5,12,12,0,,0,,,,,
2022,7,1,DL,HNL,HI,SLC,UT,13,13,-9,0,0,,0,,,,,
2022,7,1,DL,KOA,HI,LAX,CA,10,10,-5,0,0,,0,,,,,
2022,7,1,DL,KOA,HI,SEA,WA,0,0,-3,0,0,,0,,,,,
2022,7,1,DL,LAX,CA,HNL,HI,-3,0,-7,0,0,,0,,,,,
2022,7,1,DL,LAX,CA,HNL,HI,73,73,79,79,0,,0,2,0,6,0,71
2022,7,1,DL,LAX,CA,HNL,HI,113,113,110,110,0,,0,5,82,0,0,23
2022,7,1,DL,LAX,CA,KOA,HI,-5,0,-9,0,0,,0,,,,,
2022,7,1,DL,LAX,CA,LIH,HI,0,0,2,2,0,,0,,,,,
2022,7,1,DL,LAX,CA,OGG,HI,0,0,-2,0,0,,0,,,,,
2022,7,1,DL,LAX,CA,OGG,HI,15,15,4,4,0,,0,,,,,
2022,7,1,DL,LIH,HI,LAX,CA,-7,0,-27,0,0,,0,,,,,
2022,7,1,DL,LIH,HI,SEA,WA,-7,0,-1,0,0,,0,,,,,
2022,7,1,DL,OGG,HI,LAX,CA,-4,0,-8,0,0,,0,,,,,
2022,7,1,DL,OGG,HI,LAX,CA,-3,0,-22,0,0,,0,,,,,
2022,7,1,DL,OGG,HI,SEA,WA,-1,0,14,14,0,,0,,,,,
2022,7,1,DL,SEA,WA,HNL,HI,1,1,-25,0,0,,0,,,,,
2022,7,1,DL,SEA,WA,HNL,HI,92,92,69,69,0,,0,0,0,0,0,69
2022,7,1,DL,SEA,WA,KOA,HI,27,27,-8,0,0,,0,,,,,
2022,7,1,DL,SEA,WA,LIH,HI,-3,0,-25,0,0,,0,,,,,
2022,7,1,DL,SEA,WA,OGG,HI,-2,0,-34,0,0,,0,,,,,
2022,7,1,DL,SLC,UT,HNL,HI,45,45,42,42,0,,0,0,0,0,0,42
2022,7,1,HA,HNL,HI,BOS,MA,14,14,-3,0,0,,0,,,,,
2022,7,1,HA,HNL,HI,ITO,HI,-6,0,-4,0,0,,0,,,,,
2022,7,1,HA,HNL,HI,ITO,HI,-5,0,-10,0,0,,0,,,,,
2022,7,1,HA,HNL,HI,ITO,HI,-1,0,-1,0,0,,0,,,,,
2022,7,1,HA,HNL,HI,ITO,HI,0,0,-4,0,0,,0,,,,,
2022,7,1,HA,HNL,HI,ITO,HI,0,0,-1,0,0,,0,,,,,
2022,7,1,HA,HNL,HI,ITO,HI,1,1,1,1,0,,0,,,,,
2022,7,1,HA,HNL,HI,ITO,HI,5,5,4,4,0,,0,,,,,
2022,7,1,HA,HNL,HI,ITO,HI,8,8,8,8,0,,0,,,,,
2022,7,1,HA,HNL,HI,ITO,HI,8,8,9,9,0,,0,,,,,
2022,7,1,HA,HNL,HI,ITO,HI,9,9,14,14,0,,0,,,,,
2022,7,1,HA,HNL,HI,ITO,HI,10,10,9,9,0,,0,,,,,
2022,7,1,HA,HNL,HI,ITO,HI,14,14,23,23,0,,0,10,0,0,0,13
2022,7,1,HA,HNL,HI,ITO,HI,15,15,20,20,0,,0,20,0,0,0,0
2022,7,1,HA,HNL,HI,JFK,NY,99,99,92,92,0,,0,92,0,0,0,0
2022,7,1,HA,HNL,HI,KOA,HI,-4,0,-6,0,0,,0,,,,,
2022,7,1,HA,HNL,HI,KOA,HI,-1,0,1,1,0,,0,,,,,
2022,7,1,HA,HNL,HI,KOA,HI,-1,0,11,11,0,,0,,,,,
2022,7,1,HA,HNL,HI,KOA,HI,4,4,-4,0,0,,0,,,,,
2022,7,1,HA,HNL,HI,KOA,HI,4,4,4,4,0,,0,,,,,
2022,7,1,HA,HNL,HI,KOA,HI,6,6,6,6,0,,0,,,,,
2022,7,1,HA,HNL,HI,KOA,HI,8,8,6,6,0,,0,,,,,
2022,7,1,HA,HNL,HI,KOA,HI,8,8,6,6,0,,0,,,,,
2022,7,1,HA,HNL,HI,KOA,HI,10,10,15,15,0,,0,15,0,0,0,0
2022,7,1,HA,HNL,HI,KOA,HI,12,12,14,14,0,,0,,,,,
2022,7,1,HA,HNL,HI,KOA,HI,13,13,11,11,0,,0,,,,,
2022,7,1,HA,HNL,HI,KOA,HI,13,13,15,15,0,,0,9,0,0,0,6
2022,7,1,HA,HNL,HI,KOA,HI,14,14,10,10,0,,0,,,,,
2022,7,1,HA,HNL,HI,KOA,HI,24,24,21,21,0,,0,9,0,0,0,12
2022,7,1,HA,HNL,HI,KOA,HI,25,25,23,23,0,,0,23,0,0,0,0
2022,7,1,HA,HNL,HI,KOA,HI,36,36,34,34,0,,0,34,0,0,0,0
2022,7,1,HA,HNL,HI,LAS,NV,-4,0,-9,0,0,,0,,,,,
2022,7,1,HA,HNL,HI,LAS,NV,-2,0,-4,0,0,,0,,,,,
2022,7,1,HA,HNL,HI,LAS,NV,23,23,-2,0,0,,0,,,,,
2022,7,1,HA,HNL,HI,LAX,CA,-1,0,-24,0,0,,0,,,,,
2022,7,1,HA,HNL,HI,LAX,CA,1,1,-16,0,0,,0,,,,,
2022,7,1,HA,HNL,HI,LAX,CA,6,6,-11,0,0,,0,,,,,
2022,7,1,HA,HNL,HI,LGB,CA,2,2,-4,0,0,,0,,,,,
2022,7,1,HA,HNL,HI,LIH,HI,-7,0,8,8,0,,0,,,,,
2022,7,1,HA,HNL,HI,LIH,HI,-3,0,-6,0,0,,0,,,,,
2022,7,1,HA,HNL,HI,LIH,HI,-1,0,-4,0,0,,0,,,,,
2022,7,1,HA,HNL,HI,LIH,HI,-1,0,2,2,0,,0,,,,,
2022,7,1,HA,HNL,HI,LIH,HI,1,1,-2,0,0,,0,,,,,
2022,7,1,HA,HNL,HI,LIH,HI,2,2,2,2,0,,0,,,,,
2022,7,1,HA,HNL,HI,LIH,HI,3,3,-1,0,0,,0,,,,,
2022,7,1,HA,HNL,HI,LIH,HI,4,4,3,3,0,,0,,,,,
2022,7,1,HA,HNL,HI,LIH,HI,6,6,10,10,0,,0,,,,,
2022,7,1,HA,HNL,HI,LIH,HI,7,7,4,4,0,,0,,,,,
2022,7,1,HA,HNL,HI,LIH,HI,7,7,4,4,0,,0,,,,,
2022,7,1,HA,HNL,HI,LIH,HI,8,8,4,4,0,,0,,,,,
2022,7,1,HA,HNL,HI,LIH,HI,9,9,7,7,0,,0,,,,,
2022,7,1,HA,HNL,HI,LIH,HI,12,12,11,11,0,,0,,,,,
2022,7,1,HA,HNL,HI,LIH,HI,14,14,9,9,0,,0,,,,,
2022,7,1,HA,HNL,HI,LIH,HI,30,30,28,28,0,,0,12,0,0,0,16
2022,7,1,HA,HNL,HI,OAK,CA,10,10,-16,0,0,,0,,,,,
2022,7,1,HA,HNL,HI,OGG,HI,-5,0,2,2,0,,0,,,,,
2022,7,1,HA,HNL,HI,OGG,HI,-4,0,-4,0,0,,0,,,,,
2022,7,1,HA,HNL,HI,OGG,HI,-1,0,-4,0,0,,0,,,,,
2022,7,1,HA,HNL,HI,OGG,HI,1,1,-6,0,0,,0,,,,,
2022,7,1,HA,HNL,HI,OGG,HI,1,1,8,8,0,,0,,,,,
2022,7,1,HA,HNL,HI,OGG,HI,2,2,13,13,0,,0,,,,,
2022,7,1,HA,HNL,HI,OGG,HI,3,3,2,2,0,,0,,,,,
2022,7,1,HA,HNL,HI,OGG,HI,4,4,-2,0,0,,0,,,,,
2022,7,1,HA,HNL,HI,OGG,HI,5,5,6,6,0,,0,,,,,
2022,7,1,HA,HNL,HI,OGG,HI,8,8,4,4,0,,0,,,,,
2022,7,1,HA,HNL,HI,OGG,HI,9,9,5,5,0,,0,,,,,
2022,7,1,HA,HNL,HI,OGG,HI,9,9,8,8,0,,0,,,,,
2022,7,1,HA,HNL,HI,OGG,HI,10,10,5,5,0,,0,,,,,
2022,7,1,HA,HNL,HI,OGG,HI,11,11,10,10,0,,0,,,,,
2022,7,1,HA,HNL,HI,OGG,HI,11,11,11,11,0,,0,,,,,
2022,7,1,HA,HNL,HI,OGG,HI,12,12,13,13,0,,0,,,,,
2022,7,1,HA,HNL,HI,OGG,HI,12,12,14,14,0,,0,,,,,
2022,7,1,HA,HNL,HI,OGG,HI,17,17,21,21,0,,0,21,0,0,0,0
2022,7,1,HA,HNL,HI,OGG,HI,19,19,12,12,0,,0,,,,,
2022,7,1,HA,HNL,HI,OGG,HI,20,20,19,19,0,,0,19,0,0,0,0
2022,7,1,HA,HNL,HI,ONT,CA,5,5,-9,0,0,,0,,,,,
2022,7,1,HA,HNL,HI,PDX,OR,18,18,22,22,0,,0,16,0,0,0,6
2022,7,1,HA,HNL,HI,PHX,AZ,16,16,19,19,0,,0,19,0,0,0,0
2022,7,1,HA,HNL,HI,SAN,CA,3,3,-8,0,0,,0,,,,,
2022,7,1,HA,HNL,HI,SEA,WA,56,56,29,29,0,,0,29,0,0,0,0
2022,7,1,HA,HNL,HI,SFO,CA,-2,0,-30,0,0,,0,,,,,
2022,7,1,HA,HNL,HI,SFO,CA,48,48,40,40,0,,0,40,0,0,0,0
2022,7,1,HA,HNL,HI,SJC,CA,-5,0,-36,0,0,,0,,,,,
2022,7,1,HA,HNL,HI,SMF,CA,45,45,31,31,0,,0,14,0,0,0,17
2022,7,1,HA,ITO,HI,HNL,HI,-10,0,-17,0,0,,0,,,,,
2022,7,1,HA,ITO,HI,HNL,HI,-7,0,-9,0,0,,0,,,,,
2022,7,1,HA,ITO,HI,HNL,HI,-7,0,-9,0,0,,0,,,,,
2022,7,1,HA,ITO,HI,HNL,HI,-6,0,-4,0,0,,0,,,,,
2022,7,1,HA,ITO,HI,HNL,HI,-4,0,1,1,0,,0,,,,,
2022,7,1,HA,ITO,HI,HNL,HI,0,0,-3,0,0,,0,,,,,
2022,7,1,HA,ITO,HI,HNL,HI,0,0,-2,0,0,,0,,,,,
2022,7,1,HA,ITO,HI,HNL,HI,1,1,16,16,0,,0,16,0,0,0,0
2022,7,1,HA,ITO,HI,HNL,HI,2,2,4,4,0,,0,,,,,
2022,7,1,HA,ITO,HI,HNL,HI,3,3,6,6,0,,0,,,,,
2022,7,1,HA,ITO,HI,HNL,HI,11,11,13,13,0,,0,,,,,
2022,7,1,HA,ITO,HI,HNL,HI,16,16,17,17,0,,0,1,0,0,0,16
2022,7,1,HA,ITO,HI,HNL,HI,31,31,34,34,0,,0,14,0,0,0,20
2022,7,1,HA,ITO,HI,OGG,HI,-6,0,-1,0,0,,0,,,,,
2022,7,1,HA,JFK,NY,HNL,HI,-3,0,7,7,0,,0,,,,,
2022,7,1,HA,KOA,HI,HNL,HI,-9,0,-6,0,0,,0,,,,,
2022,7,1,HA,KOA,HI,HNL,HI,-7,0,-7,0,0,,0,,,,,
2022,7,1,HA,KOA,HI,HNL,HI,-4,0,-3,0,0,,0,,,,,
2022,7,1,HA,KOA,HI,HNL,HI,-2,0,-9,0,0,,0,,,,,
2022,7,1,HA,KOA,HI,HNL,HI,-2,0,-8,0,0,,0,,,,,
2022,7,1,HA,KOA,HI,HNL,HI,-2,0,-7,0,0,,0,,,,,
2022,7,1,HA,KOA,HI,HNL,HI,1,1,2,2,0,,0,,,,,
2022,7,1,HA,KOA,HI,HNL,HI,3,3,13,13,0,,0,,,,,
2022,7,1,HA,KOA,HI,HNL,HI,5,5,6,6,0,,0,,,,,
2022,7,1,HA,KOA,HI,HNL,HI,6,6,3,3,0,,0,,,,,
2022,7,1,HA,KOA,HI,HNL,HI,6,6,8,8,0,,0,,,,,
2022,7,1,HA,KOA,HI,HNL,HI,9,9,12,12,0,,0,,,,,
2022,7,1,HA,KOA,HI,HNL,HI,11,11,7,7,0,,0,,,,,
2022,7,1,HA,KOA,HI,HNL,HI,11,11,14,14,0,,0,,,,,
2022,7,1,HA,KOA,HI,HNL,HI,15,15,14,14,0,,0,,,,,
2022,7,1,HA,KOA,HI,HNL,HI,17,17,9,9,0,,0,,,,,
2022,7,1,HA,KOA,HI,LAX,CA,8,8,0,0,0,,0,,,,,
2022,7,1,HA,KOA,HI,LIH,HI,7,7,11,11,0,,0,,,,,
2022,7,1,HA,KOA,HI,OAK,CA,-3,0,-30,0,0,,0,,,,,
2022,7,1,HA,KOA,HI,OGG,HI,4,4,21,21,0,,0,17,0,0,0,4
2022,7,1,HA,KOA,HI,OGG,HI,15,15,16,16,0,,0,8,0,0,0,8
2022,7,1,HA,KOA,HI,OGG,HI,32,32,24,24,0,,0,0,0,0,0,24
2022,7,1,HA,LAS,NV,HNL,HI,-5,0,-1,0,0,,0,,,,,
2022,7,1,HA,LAS,NV,HNL,HI,19,19,31,31,0,,0,31,0,0,0,0
2022,7,1,HA,LAS,NV,HNL,HI,28,28,18,18,0,,0,18,0,0,0,0
2022,7,1,HA,LAS,NV,OGG,HI,3,3,14,14,0,,0,,,,,
2022,7,1,HA,LAX,CA,HNL,HI,-4,0,-4,0,0,,0,,,,,
2022,7,1,HA,LAX,CA,HNL,HI,0,0,15,15,0,,0,15,0,0,0,0
2022,7,1,HA,LAX,CA,HNL,HI,7,7,8,8,0,,0,,,,,
2022,7,1,HA,LAX,CA,KOA,HI,-8,0,-17,0,0,,0,,,,,
2022,7,1,HA,LAX,CA,LIH,HI,5,5,4,4,0,,0,,,,,
2022,7,1,HA,LAX,CA,OGG,HI,-2,0,13,13,0,,0,,,,,
2022,7,1,HA,LAX,CA,OGG,HI,-1,0,8,8,0,,0,,,,,
2022,7,1,HA,LGB,CA,HNL,HI,-7,0,-9,0,0,,0,,,,,
2022,7,1,HA,LGB,CA,OGG,HI,-1,0,4,4,0,,0,,,,,
2022,7,1,HA,LIH,HI,HNL,HI,-9,0,-11,0,0,,0,,,,,
2022,7,1,HA,LIH,HI,HNL,HI,-5,0,3,3,0,,0,,,,,
2022,7,1,HA,LIH,HI,HNL,HI,0,0,-11,0,0,,0,,,,,
2022,7,1,HA,LIH,HI,HNL,HI,1,1,5,5,0,,0,,,,,
2022,7,1,HA,LIH,HI,HNL,HI,2,2,-3,0,0,,0,,,,,
2022,7,1,HA,LIH,HI,HNL,HI,3,3,-8,0,0,,0,,,,,
2022,7,1,HA,LIH,HI,HNL,HI,6,6,4,4,0,,0,,,,,
2022,7,1,HA,LIH,HI,HNL,HI,6,6,10,10,0,,0,,,,,
2022,7,1,HA,LIH,HI,HNL,HI,7,7,8,8,0,,0,,,,,
2022,7,1,HA,LIH,HI,HNL,HI,8,8,4,4,0,,0,,,,,
2022,7,1,HA,LIH,HI,HNL,HI,8,8,8,8,0,,0,,,,,
2022,7,1,HA,LIH,HI,HNL,HI,11,11,9,9,0,,0,,,,,
2022,7,1,HA,LIH,HI,HNL,HI,14,14,14,14,0,,0,,,,,
2022,7,1,HA,LIH,HI,HNL,HI,16,16,18,18,0,,0,14,0,0,0,4
2022,7,1,HA,LIH,HI,HNL,HI,25,25,29,29,0,,0,4,0,0,0,25
2022,7,1,HA,LIH,HI,HNL,HI,34,34,36,36,0,,0,2,0,0,0,34
2022,7,1,HA,LIH,HI,KOA,HI,2,2,5,5,0,,0,,,,,
2022,7,1,HA,LIH,HI,LAX,CA,7,7,-12,0,0,,0,,,,,
2022,7,1,HA,LIH,HI,OAK,CA,-9,0,-26,0,0,,0,,,,,
2022,7,1,HA,LIH,HI,OGG,HI,-5,0,-4,0,0,,0,,,,,
2022,7,1,HA,LIH,HI,OGG,HI,1,1,1,1,0,,0,,,,,
2022,7,1,HA,LIH,HI,OGG,HI,6,6,4,4,0,,0,,,,,
2022,7,1,HA,MCO,FL,HNL,HI,14,14,1,1,0,,0,,,,,
2022,7,1,HA,OAK,CA,HNL,HI,6,6,16,16,0,,0,16,0,0,0,0
2022,7,1,HA,OAK,CA,KOA,HI,6,6,-2,0,0,,0,,,,,
2022,7,1,HA,OAK,CA,LIH,HI,-7,0,1,1,0,,0,,,,,
2022,7,1,HA,OAK,CA,OGG,HI,-3,0,-4,0,0,,0,,,,,
2022,7,1,HA,OGG,HI,HNL,HI,-6,0,-8,0,0,,0,,,,,
2022,7,1,HA,OGG,HI,HNL,HI,-4,0,-2,0,0,,0,,,,,
2022,7,1,HA,OGG,HI,HNL,HI,-2,0,-8,0,0,,0,,,,,
2022,7,1,HA,OGG,HI,HNL,HI,-1,0,7,7,0,,0,,,,,
2022,7,1,HA,OGG,HI,HNL,HI,0,0,0,0,0,,0,,,,,
2022,7,1,HA,OGG,HI,HNL,HI,4,4,5,5,0,,0,,,,,
2022,7,1,HA,OGG,HI,HNL,HI,4,4,6,6,0,,0,,,,,
2022,7,1,HA,OGG,HI,HNL,HI,5,5,-2,0,0,,0,,,,,
2022,7,1,HA,OGG,HI,HNL,HI,6,6,8,8,0,,0,,,,,
2022,7,1,HA,OGG,HI,HNL,HI,7,7,8,8,0,,0,,,,,
2022,7,1,HA,OGG,HI,HNL,HI,8,8,10,10,0,,0,,,,,
2022,7,1,HA,OGG,HI,HNL,HI,8,8,14,14,0,,0,,,,,
2022,7,1,HA,OGG,HI,HNL,HI,10,10,6,6,0,,0,,,,,
2022,7,1,HA,OGG,HI,HNL,HI,11,11,4,4,0,,0,,,,,
2022,7,1,HA,OGG,HI,HNL,HI,15,15,18,18,0,,0,12,0,0,0,6
2022,7,1,HA,OGG,HI,HNL,HI,19,19,17,17,0,,0,6,0,0,0,11
2022,7,1,HA,OGG,HI,HNL,HI,20,20,11,11,0,,0,,,,,
2022,7,1,HA,OGG,HI,HNL,HI,20,20,22,22,0,,0,8,0,0,0,14
2022,7,1,HA,OGG,HI,HNL,HI,20,20,31,31,0,,0,21,0,0,0,10
2022,7,1,HA,OGG,HI,HNL,HI,35,35,29,29,0,,0,15,0,0,0,14
2022,7,1,HA,OGG,HI,ITO,HI,17,17,14,14,0,,0,,,,,
2022,7,1,HA,OGG,HI,KOA,HI,4,4,5,5,0,,0,,,,,
2022,7,1,HA,OGG,HI,KOA,HI,8,8,10,10,0,,0,,,,,
2022,7,1,HA,OGG,HI,KOA,HI,19,19,27,27,0,,0,14,0,0,0,13
2022,7,1,HA,OGG,HI,LAS,NV,151,151,130,130,0,,0,130,0,0,0,0
2022,7,1,HA,OGG,HI,LAX,CA,-1,0,-18,0,0,,0,,,,,
2022,7,1,HA,OGG,HI,LAX,CA,28,28,33,33,0,,0,25,0,0,0,8
2022,7,1,HA,OGG,HI,LGB,CA,4,4,-9,0,0,,0,,,,,
2022,7,1,HA,OGG,HI,LIH,HI,12,12,6,6,0,,0,,,,,
2022,7,1,HA,OGG,HI,LIH,HI,16,16,17,17,0,,0,6,0,0,0,11
2022,7,1,HA,OGG,HI,LIH,HI,42,42,38,38,0,,0,18,0,0,0,20
2022,7,1,HA,OGG,HI,OAK,CA,6,6,-10,0,0,,0,,,,,
2022,7,1,HA,OGG,HI,PDX,OR,4,4,-6,0,0,,0,,,,,
2022,7,1,HA,OGG,HI,SAN,CA,17,17,20,20,0,,0,17,0,0,0,3
2022,7,1,HA,OGG,HI,SEA,WA,20,20,18,18,0,,0,0,0,0,0,18
2022,7,1,HA,OGG,HI,SFO,CA,28,28,7,7,0,,0,,,,,
